x,y
4.70199,2.63512
4.78859,2.68512
4.8752,2.73512
4.9618,2.78512
5.0484,2.83512
3.20456,2.11172
3.14028,2.18833
3.076,2.26493
3.60261,2.28191
3.63681,2.37588
3.67101,2.46985
3.70521,2.56382
3.73941,2.65778
3.77362,2.75175
3.80782,2.84572
3.84202,2.93969
3.76949,2.24042
3.76949,2.34042
3.76949,2.44042
3.76949,2.54042
3.76949,2.64042
3.76949,2.74042
3.76949,2.84042
3.76949,2.94042
3.76949,3.04042
4.02105,2.06775
4.10765,2.11775
4.19425,2.16775
4.28086,2.21775
4.36746,2.26775
4.45406,2.31775
4.54066,2.36775
4.62727,2.41775
4.71387,2.46775
4.80047,2.51775
4.88707,2.56775
4.97368,2.61775
5.06028,2.66775
3.30304,2.24115
3.23876,2.31775
3.17448,2.39436
3.73116,2.23512
3.73116,2.33512
3.73116,2.43512
3.73116,2.53512
3.73116,2.63512
3.73116,2.73512
3.73116,2.83512
3.73116,2.93512
3.73116,3.03512
3.81364,2.04324
3.91212,2.06061
4.0106,2.07797
4.10908,2.09534
4.20756,2.1127
4.30604,2.13007
4.40453,2.14743
4.50301,2.1648
4.60149,2.18216
4.69997,2.19953
4.79845,2.21689
4.89693,2.23425
4.99541,2.25162
5.09389,2.26898
3.63681,2.26382
3.60261,2.35778
3.5684,2.45175
3.5342,2.54572
3.5,2.63969
3.4658,2.73366
3.4316,2.82763
3.39739,2.9216
3.36319,3.01557
3.32899,3.10954
3.29479,3.20351
3.26059,3.29748
3.22638,3.39145
3.19218,3.48542
3.15798,3.57939
3.12378,3.67335
3.08958,3.76732
3.05537,3.86129
3.02117,3.95526
2.98697,4.04923
2.95277,4.1432
2.91857,4.23717
2.88436,4.33114
2.85016,4.42511
2.81596,4.51908
2.78176,4.61305
2.74756,4.70702
2.71335,4.80099
2.67915,4.89495
2.64495,4.98892
2.61075,5.08289
3.76949,2.24042
3.83377,2.31702
3.89805,2.39363
3.96233,2.47023
4.02661,2.54684
4.09088,2.62344
4.15516,2.70005
4.21944,2.77665
4.28372,2.85326
4.348,2.92986
4.41228,3.00646
4.47656,3.08307
4.54084,3.15967
4.60511,3.23628
4.66939,3.31288
4.73367,3.38949
4.79795,3.46609
4.86223,3.5427
4.92651,3.6193
4.99079,3.6959
5.05507,3.77251
3.79957,2.22306
3.83377,2.31702
3.86797,2.41099
3.90217,2.50496
3.93638,2.59893
3.97058,2.6929
4.00478,2.78687
4.03898,2.88084
4.07318,2.97481
3.91212,2.14436
3.99872,2.19436
4.08533,2.24436
4.17193,2.29436
4.25853,2.34436
4.34513,2.39436
4.43174,2.44436
4.51834,2.49436
4.60494,2.54436
4.69154,2.59436
4.77815,2.64436
4.86475,2.69436
4.95135,2.74436
5.03795,2.79436
4.15373,1.83794
4.25221,1.82057
4.35069,1.80321
4.44917,1.78584
4.54765,1.76848
4.64613,1.75111
4.74462,1.73375
4.8431,1.71638
4.94158,1.69902
5.04006,1.68166
3.5342,2.28191
3.5684,2.37588
3.60261,2.46985
3.63681,2.56382
3.67101,2.65778
3.70521,2.75175
3.73941,2.84572
3.77362,2.93969
3.80782,3.03366
3.60261,2.28191
3.60261,2.38191
3.60261,2.48191
3.60261,2.58191
3.60261,2.68191
3.60261,2.78191
3.60261,2.88191
3.60261,2.98191
3.60261,3.08191
3.73529,2.24645
3.73529,2.34645
3.73529,2.44645
3.73529,2.54645
3.73529,2.64645
3.73529,2.74645
3.73529,2.84645
3.73529,2.94645
3.73529,3.04645
3.36319,2.17588
3.36319,2.27588
3.36319,2.37588
3.36319,2.47588
3.36319,2.57588
3.36319,2.67588
3.36319,2.77588
3.36319,2.87588
3.36319,2.97588
3.36319,3.07588
3.36319,3.17588
3.36319,3.27588
3.36319,3.37588
3.36319,3.47588
3.36319,3.57588
3.36319,3.67588
3.36319,3.77588
3.36319,3.87588
3.36319,3.97588
3.36319,4.07588
3.36319,4.17588
3.36319,4.27588
3.36319,4.37588
3.36319,4.47588
3.36319,4.57588
3.36319,4.67588
3.36319,4.77588
3.36319,4.87588
3.36319,4.97588
3.36319,5.07588
3.26471,2.14645
3.26471,2.24645
3.26471,2.34645
3.26471,2.44645
3.26471,2.54645
3.26471,2.64645
3.26471,2.74645
3.26471,2.84645
3.26471,2.94645
3.26471,3.04645
3.26471,3.14645
3.26471,3.24645
3.26471,3.34645
3.26471,3.44645
3.26471,3.54645
3.26471,3.64645
3.26471,3.74645
3.26471,3.84645
3.26471,3.94645
3.26471,4.04645
3.26471,4.14645
3.26471,4.24645
3.26471,4.34645
3.26471,4.44645
3.26471,4.54645
3.26471,4.64645
3.26471,4.74645
3.26471,4.84645
3.26471,4.94645
3.26471,5.04645
3.4658,2.28191
3.4658,2.38191
3.4658,2.48191
3.4658,2.58191
3.4658,2.68191
3.4658,2.78191
3.4658,2.88191
3.4658,2.98191
3.4658,3.08191
3.4658,3.18191
3.4658,3.28191
4.04893,1.89115
4.14741,1.87378
4.24589,1.85642
4.34437,1.83905
4.44285,1.82169
4.54133,1.80432
4.63981,1.78696
4.7383,1.76959
4.83678,1.75223
4.93526,1.73486
5.03374,1.7175
3.79544,2.21172
3.82964,2.30569
3.86385,2.39966
3.89805,2.49363
3.93225,2.5876
3.96645,2.68157
4.00065,2.77554
4.03486,2.86951
4.06906,2.96348
3.36732,2.25248
3.40152,2.34645
3.43572,2.44042
3.46992,2.53439
3.50413,2.62836
3.53833,2.72233
3.57253,2.8163
3.60673,2.91027
3.64093,3.00424
3.67514,3.0982
4.00285,2.05248
4.10133,2.06985
4.19981,2.08721
4.29829,2.10458
4.39677,2.12194
4.49525,2.13931
4.59373,2.15667
4.69221,2.17404
4.7907,2.1914
4.88918,2.20876
4.98766,2.22613
5.08614,2.24349
3.83596,2.08191
3.93445,2.09927
4.03293,2.11664
4.13141,2.134
4.22989,2.15137
4.32837,2.16873
4.42685,2.1861
4.52533,2.20346
4.62381,2.22083
4.72229,2.23819
4.82077,2.25556
4.91925,2.27292
5.01773,2.29029
4.11321,1.84927
4.21169,1.83191
4.31017,1.81454
4.40865,1.79718
4.50713,1.77981
4.60561,1.76245
4.70409,1.74508
4.80257,1.72772
4.90105,1.71035
4.99954,1.69299
5.09802,1.67562
3.87792,2.08512
3.9764,2.10248
4.07488,2.11985
4.17336,2.13721
4.27184,2.15458
4.37032,2.17194
4.4688,2.18931
4.56729,2.20667
4.66577,2.22404
4.76425,2.2414
4.86273,2.25876
4.96121,2.27613
5.05969,2.29349
3.91212,2.14436
3.94632,2.23833
3.98053,2.33229
4.01473,2.42626
4.04893,2.52023
4.08313,2.6142
4.11733,2.70817
4.15154,2.80214
4.18574,2.89611
4.21994,2.99008
3.87017,2.14115
3.93445,2.21775
3.99872,2.29436
4.063,2.37096
4.12728,2.44757
4.19156,2.52417
4.25584,2.60077
4.32012,2.67738
4.3844,2.75398
4.44868,2.83059
4.51295,2.90719
4.57723,2.9838
4.64151,3.0604
4.70579,3.13701
4.77007,3.21361
4.83435,3.29021
4.89863,3.36682
4.96291,3.44342
5.02718,3.52003
3.14803,2.07909
3.11383,2.17306
4.07345,2.02378
4.16005,2.07378
4.24665,2.12378
4.33326,2.17378
4.41986,2.22378
4.50646,2.27378
4.59306,2.32378
4.67967,2.37378
4.76627,2.42378
4.85287,2.47378
4.93947,2.52378
5.02608,2.57378
3.36319,2.27588
3.32899,2.36985
3.29479,2.46382
3.26059,2.55778
3.22638,2.65175
3.19218,2.74572
3.15798,2.83969
3.12378,2.93366
3.08958,3.02763
3.05537,3.1216
3.02117,3.21557
2.98697,3.30954
2.95277,3.40351
2.91857,3.49748
2.88436,3.59145
2.85016,3.68542
2.81596,3.77939
2.78176,3.87335
2.74756,3.96732
2.71335,4.06129
2.67915,4.15526
2.64495,4.24923
2.61075,4.3432
2.57655,4.43717
2.54234,4.53114
2.50814,4.62511
2.47394,4.71908
2.43974,4.81305
2.40554,4.90702
2.37133,5.00099
3.49587,2.25248
3.56015,2.32909
3.62443,2.40569
3.68871,2.48229
3.75299,2.5589
3.81727,2.6355
3.88155,2.71211
3.94583,2.78871
4.0101,2.86532
4.07438,2.94192
3.87017,2.14115
3.95677,2.19115
4.04337,2.24115
4.12997,2.29115
4.21658,2.34115
4.30318,2.39115
4.38978,2.44115
4.47638,2.49115
4.56299,2.54115
4.64959,2.59115
4.73619,2.64115
4.82279,2.69115
4.9094,2.74115
4.996,2.79115
5.0826,2.84115
3.33312,2.25851
3.29891,2.35248
3.26471,2.44645
3.23051,2.54042
3.19631,2.63439
3.16211,2.72836
3.1279,2.82233
3.0937,2.9163
3.0595,3.01027
3.0253,3.10424
2.9911,3.1982
2.95689,3.29217
2.92269,3.38614
2.88849,3.48011
2.85429,3.57408
2.82008,3.66805
2.78588,3.76202
2.75168,3.85599
2.71748,3.94996
2.68328,4.04393
2.64907,4.1379
2.61487,4.23187
2.58067,4.32584
2.54647,4.41981
2.51227,4.51377
2.47806,4.60774
2.44386,4.70171
2.40966,4.79568
2.37546,4.88965
2.34126,4.98362
2.30705,5.07759
3.39739,2.28191
3.39739,2.38191
3.39739,2.48191
3.39739,2.58191
3.39739,2.68191
3.39739,2.78191
3.39739,2.88191
3.39739,2.98191
3.39739,3.08191
3.39739,3.18191
3.39739,3.28191
3.39739,3.38191
3.39739,3.48191
3.39739,3.58191
3.39739,3.68191
3.39739,3.78191
3.39739,3.88191
3.39739,3.98191
3.39739,4.08191
3.39739,4.18191
3.39739,4.28191
3.39739,4.38191
3.39739,4.48191
3.39739,4.58191
3.39739,4.68191
3.39739,4.78191
3.39739,4.88191
3.39739,4.98191
3.39739,5.08191
3.60261,2.26985
3.63681,2.36382
3.67101,2.45778
3.70521,2.55175
3.73941,2.64572
3.77362,2.73969
3.80782,2.83366
3.84202,2.92763
3.85829,2.12057
3.94489,2.17057
4.03149,2.22057
4.1181,2.27057
4.2047,2.32057
4.2913,2.37057
4.3779,2.42057
4.46451,2.47057
4.55111,2.52057
4.63771,2.57057
4.72431,2.62057
4.81092,2.67057
4.89752,2.72057
4.98412,2.77057
5.07072,2.82057
3.25064,2.03191
3.15216,2.04927
3.05368,2.06664
2.9552,2.084
3.36732,2.15248
3.33312,2.24645
3.29891,2.34042
3.26471,2.43439
3.23051,2.52836
3.19631,2.62233
3.16211,2.7163
3.36732,2.15248
3.33312,2.24645
3.29891,2.34042
3.26471,2.43439
3.23051,2.52836
3.19631,2.62233
3.16211,2.7163
3.33312,2.15851
3.33312,2.25851
3.33312,2.35851
3.33312,2.45851
3.33312,2.55851
3.33312,2.65851
3.33312,2.75851
3.33312,2.85851
3.33312,2.95851
3.33312,3.05851
3.33312,3.15851
3.33312,3.25851
3.33312,3.35851
3.33312,3.45851
3.33312,3.55851
3.33312,3.65851
3.33312,3.75851
3.33312,3.85851
3.33312,3.95851
3.33312,4.05851
3.33312,4.15851
3.33312,4.25851
3.33312,4.35851
3.33312,4.45851
3.33312,4.55851
3.33312,4.65851
3.33312,4.75851
3.33312,4.85851
3.33312,4.95851
3.33312,5.05851
3.26884,2.23512
3.20456,2.31172
3.14028,2.38833
3.33312,2.25851
3.26884,2.33512
3.20456,2.41172
3.14028,2.48833
3.68508,2.16172
3.6208,2.23833
3.55653,2.31493
3.49225,2.39153
3.42797,2.46814
3.36369,2.54474
3.29941,2.62135
3.23513,2.69795
3.17085,2.77456
3.10657,2.85116
3.0423,2.92777
3.91625,2.15569
3.95045,2.24966
3.98465,2.34363
4.01885,2.4376
4.05305,2.53157
4.08726,2.62554
4.12146,2.71951
4.15566,2.81348
4.18986,2.90744
4.22407,3.00141
3.84784,2.01454
3.94632,1.99718
4.0448,1.97981
4.14329,1.96245
4.24177,1.94508
4.34025,1.92772
4.43873,1.91035
4.53721,1.89299
4.63569,1.87562
4.73417,1.85826
4.83265,1.84089
4.93113,1.82353
5.02961,1.80617
3.30304,2.24115
3.23876,2.31775
3.17448,2.39436
3.60261,2.26985
3.5684,2.36382
3.5342,2.45778
3.5,2.55175
3.4658,2.64572
3.4316,2.73969
3.39739,2.83366
3.36319,2.92763
3.32899,3.0216
3.29479,3.11557
3.26059,3.20954
3.22638,3.30351
3.19218,3.39748
3.15798,3.49145
3.12378,3.58542
3.08958,3.67939
3.05537,3.77335
3.02117,3.86732
2.98697,3.96129
2.95277,4.05526
2.91857,4.14923
2.88436,4.2432
2.85016,4.33717
2.81596,4.43114
2.78176,4.52511
2.74756,4.61908
2.71335,4.71305
2.67915,4.80702
2.64495,4.90099
2.61075,4.99495
2.57655,5.08892
3.73529,2.24645
3.79957,2.32306
3.86385,2.39966
3.92813,2.47626
3.9924,2.55287
4.05668,2.62947
4.12096,2.70608
4.18524,2.78268
4.24952,2.85929
4.3138,2.93589
4.37808,3.0125
4.44236,3.0891
4.50663,3.1657
4.57091,3.24231
4.63519,3.31891
4.69947,3.39552
4.76375,3.47212
4.82803,3.54873
4.89231,3.62533
4.95659,3.70194
5.02086,3.77854
3.67101,2.26985
3.70521,2.36382
3.73941,2.45778
3.77362,2.55175
3.80782,2.64572
3.84202,2.73969
3.87622,2.83366
3.91042,2.92763
3.36319,2.27588
3.32899,2.36985
3.29479,2.46382
3.26059,2.55778
3.22638,2.65175
3.19218,2.74572
3.15798,2.83969
3.12378,2.93366
3.08958,3.02763
3.05537,3.1216
3.02117,3.21557
2.98697,3.30954
2.95277,3.40351
2.91857,3.49748
2.88436,3.59145
2.85016,3.68542
2.81596,3.77939
2.78176,3.87335
2.74756,3.96732
2.71335,4.06129
2.67915,4.15526
2.64495,4.24923
2.61075,4.3432
2.57655,4.43717
2.54234,4.53114
2.50814,4.62511
2.47394,4.71908
2.43974,4.81305
2.40554,4.90702
2.37133,5.00099
3.5684,2.27588
3.5684,2.37588
3.5684,2.47588
3.5684,2.57588
3.5684,2.67588
3.5684,2.77588
3.5684,2.87588
3.5684,2.97588
3.5684,3.07588
3.5684,3.17588
3.60261,2.28191
3.63681,2.37588
3.67101,2.46985
3.70521,2.56382
3.73941,2.65778
3.77362,2.75175
3.80782,2.84572
3.84202,2.93969
3.29891,2.25248
3.23463,2.32909
3.17036,2.40569
3.73116,2.23512
3.73116,2.33512
3.73116,2.43512
3.73116,2.53512
3.73116,2.63512
3.73116,2.73512
3.73116,2.83512
3.73116,2.93512
3.73116,3.03512
4.0972,1.95851
4.18381,2.00851
4.27041,2.05851
4.35701,2.10851
4.44362,2.15851
4.53022,2.20851
4.61682,2.25851
4.70342,2.30851
4.79003,2.35851
4.87663,2.40851
4.96323,2.45851
5.04983,2.50851
4.04337,2.04115
4.12997,2.09115
4.21658,2.14115
4.30318,2.19115
4.38978,2.24115
4.47638,2.29115
4.56299,2.34115
4.64959,2.39115
4.73619,2.44115
4.82279,2.49115
4.9094,2.54115
4.996,2.59115
5.0826,2.64115
3.95677,2.03794
4.04337,2.08794
4.12997,2.13794
4.21658,2.18794
4.30318,2.23794
4.38978,2.28794
4.47638,2.33794
4.56299,2.38794
4.64959,2.43794
4.73619,2.48794
4.82279,2.53794
4.9094,2.58794
4.996,2.63794
5.0826,2.68794
3.5684,2.27588
3.5684,2.37588
3.5684,2.47588
3.5684,2.57588
3.5684,2.67588
3.5684,2.77588
3.5684,2.87588
3.5684,2.97588
3.5684,3.07588
3.5684,3.17588
3.07743,1.99718
2.99083,2.04718
3.08013,2.0536
3.01585,2.1302
3.76949,2.24042
3.83377,2.31702
3.89805,2.39363
3.96233,2.47023
4.02661,2.54684
4.09088,2.62344
4.15516,2.70005
4.21944,2.77665
4.28372,2.85326
4.348,2.92986
4.41228,3.00646
4.47656,3.08307
4.54084,3.15967
4.60511,3.23628
4.66939,3.31288
4.73367,3.38949
4.79795,3.46609
4.86223,3.5427
4.92651,3.6193
4.99079,3.6959
5.05507,3.77251
4.15373,1.87267
4.25221,1.89003
4.35069,1.9074
4.44917,1.92476
4.54765,1.94213
4.64613,1.95949
4.74462,1.97686
4.8431,1.99422
4.94158,2.01159
5.04006,2.02895
3.5684,2.27588
3.5684,2.37588
3.5684,2.47588
3.5684,2.57588
3.5684,2.67588
3.5684,2.77588
3.5684,2.87588
3.5684,2.97588
3.5684,3.07588
3.5684,3.17588
3.30304,2.14115
3.30304,2.24115
3.30304,2.34115
3.30304,2.44115
3.30304,2.54115
3.30304,2.64115
3.30304,2.74115
3.30304,2.84115
3.30304,2.94115
3.30304,3.04115
3.30304,3.14115
3.30304,3.24115
3.30304,3.34115
3.30304,3.44115
3.30304,3.54115
3.30304,3.64115
3.30304,3.74115
3.30304,3.84115
3.30304,3.94115
3.30304,4.04115
3.30304,4.14115
3.30304,4.24115
3.30304,4.34115
3.30304,4.44115
3.30304,4.54115
3.30304,4.64115
3.30304,4.74115
3.30304,4.84115
3.30304,4.94115
3.30304,5.04115
3.49587,2.25248
3.56015,2.32909
3.62443,2.40569
3.68871,2.48229
3.75299,2.5589
3.81727,2.6355
3.88155,2.71211
3.94583,2.78871
4.0101,2.86532
4.07438,2.94192
3.21644,2.09115
3.18223,2.18512
3.14803,2.27909
3.76537,2.22909
3.82964,2.30569
3.89392,2.38229
3.9582,2.4589
4.02248,2.5355
4.08676,2.61211
4.15104,2.68871
4.21532,2.76532
4.2796,2.84192
4.34387,2.91853
4.40815,2.99513
4.47243,3.07173
4.53671,3.14834
4.60099,3.22494
4.66527,3.30155
4.72955,3.37815
4.79383,3.45476
4.8581,3.53136
4.92238,3.60797
4.98666,3.68457
5.05094,3.76117
3.73529,2.24645
3.76949,2.34042
3.80369,2.43439
3.83789,2.52836
3.8721,2.62233
3.9063,2.7163
3.9405,2.81027
3.9747,2.90424
3.73116,2.22306
3.76537,2.31702
3.79957,2.41099
3.83377,2.50496
3.86797,2.59893
3.90217,2.6929
3.93638,2.78687
3.97058,2.88084
4.00478,2.97481
3.04323,1.99115
2.95663,2.04115
3.4658,2.28191
3.4658,2.38191
3.4658,2.48191
3.4658,2.58191
3.4658,2.68191
3.4658,2.78191
3.4658,2.88191
3.4658,2.98191
3.4658,3.08191
3.4658,3.18191
3.4658,3.28191
3.79544,2.21172
3.82964,2.30569
3.86385,2.39966
3.89805,2.49363
3.93225,2.5876
3.96645,2.68157
4.00065,2.77554
4.03486,2.86951
4.06906,2.96348
3.96865,2.11172
4.00285,2.20569
4.03705,2.29966
4.07125,2.39363
4.10546,2.4876
4.13966,2.58157
4.17386,2.67554
4.20806,2.76951
4.24226,2.86348
4.27647,2.95744
4.31067,3.05141
3.43572,2.25248
3.40152,2.34645
3.36732,2.44042
3.33312,2.53439
3.29891,2.62836
3.26471,2.72233
3.23051,2.8163
3.19631,2.91027
3.16211,3.00424
3.1279,3.0982
3.0937,3.19217
3.0595,3.28614
3.0253,3.38011
2.9911,3.47408
2.95689,3.56805
2.92269,3.66202
2.88849,3.75599
2.85429,3.84996
2.82008,3.94393
2.78588,4.0379
2.75168,4.13187
2.71748,4.22584
2.68328,4.31981
2.64907,4.41377
2.61487,4.50774
2.58067,4.60171
2.54647,4.69568
2.51227,4.78965
2.47806,4.88362
2.44386,4.97759
2.40966,5.07156
3.93445,2.11775
3.99872,2.19436
4.063,2.27096
4.12728,2.34757
4.19156,2.42417
4.25584,2.50077
4.32012,2.57738
4.3844,2.65398
4.44868,2.73059
4.51295,2.80719
4.57723,2.8838
4.64151,2.9604
4.70579,3.03701
4.77007,3.11361
4.83435,3.19021
4.89863,3.26682
4.96291,3.34342
5.02718,3.42003
3.70109,2.25248
3.76537,2.32909
3.82964,2.40569
3.89392,2.48229
3.9582,2.5589
4.02248,2.6355
4.08676,2.71211
4.15104,2.78871
4.21532,2.86532
4.2796,2.94192
4.34387,3.01853
3.93857,2.07588
4.03705,2.09324
4.13553,2.11061
4.23401,2.12797
4.33249,2.14534
4.43097,2.1627
4.52946,2.18007
4.62794,2.19743
4.72642,2.2148
4.8249,2.23216
4.92338,2.24953
5.02186,2.26689
3.08788,2.04436
3.05368,2.13833
3.70521,2.26382
3.73941,2.35778
3.77362,2.45175
3.80782,2.54572
3.84202,2.63969
3.87622,2.73366
3.91042,2.82763
3.94463,2.9216
3.23463,2.12909
3.20043,2.22306
3.16623,2.31702
3.9764,2.12096
4.0106,2.21493
4.0448,2.3089
4.07901,2.40287
4.11321,2.49684
4.14741,2.59081
4.18161,2.68478
4.21581,2.77875
4.25002,2.87271
4.28422,2.96668
4.31842,3.06065
4.00285,1.99927
4.10133,2.01664
4.19981,2.034
4.29829,2.05137
4.39677,2.06873
4.49525,2.0861
4.59373,2.10346
4.69221,2.12083
4.7907,2.13819
4.88918,2.15556
4.98766,2.17292
5.08614,2.19029
3.5342,2.23512
3.46992,2.31172
3.40564,2.38833
3.34137,2.46493
3.27709,2.54153
3.21281,2.61814
3.14853,2.69474
3.4316,2.28794
3.4316,2.38794
3.4316,2.48794
3.4316,2.58794
3.4316,2.68794
3.4316,2.78794
3.4316,2.88794
3.4316,2.98794
3.4316,3.08794
3.4316,3.18794
3.4316,3.28794
3.4316,3.38794
4.16561,1.63584
4.26409,1.61848
4.36257,1.60111
4.46105,1.58375
4.55953,1.56638
4.65801,1.54902
4.75649,1.53166
4.85497,1.51429
4.95346,1.49693
5.05194,1.47956
3.4658,2.28191
3.4658,2.38191
3.4658,2.48191
3.4658,2.58191
3.4658,2.68191
3.4658,2.78191
3.4658,2.88191
3.4658,2.98191
3.4658,3.08191
3.4658,3.18191
3.4658,3.28191
3.98685,2.07378
4.07345,2.12378
4.16005,2.17378
4.24665,2.22378
4.33326,2.27378
4.41986,2.32378
4.50646,2.37378
4.59306,2.42378
4.67967,2.47378
4.76627,2.52378
4.85287,2.57378
4.93947,2.62378
5.02608,2.67378
3.76537,2.22909
3.82964,2.30569
3.89392,2.38229
3.9582,2.4589
4.02248,2.5355
4.08676,2.61211
4.15104,2.68871
4.21532,2.76532
4.2796,2.84192
4.34387,2.91853
4.40815,2.99513
4.47243,3.07173
4.53671,3.14834
4.60099,3.22494
4.66527,3.30155
4.72955,3.37815
4.79383,3.45476
4.8581,3.53136
4.92238,3.60797
4.98666,3.68457
5.05094,3.76117
3.36319,2.26382
3.32899,2.35778
3.29479,2.45175
3.26059,2.54572
3.22638,2.63969
3.19218,2.73366
3.15798,2.82763
3.12378,2.9216
3.08958,3.01557
3.05537,3.10954
3.02117,3.20351
2.98697,3.29748
2.95277,3.39145
2.91857,3.48542
2.88436,3.57939
2.85016,3.67335
2.81596,3.76732
2.78176,3.86129
2.74756,3.95526
2.71335,4.04923
2.67915,4.1432
2.64495,4.23717
2.61075,4.33114
2.57655,4.42511
2.54234,4.51908
2.50814,4.61305
2.47394,4.70702
2.43974,4.80099
2.40554,4.89495
2.37133,4.98892
2.33713,5.08289
3.88837,2.09115
3.95264,2.16775
4.01692,2.24436
4.0812,2.32096
4.14548,2.39757
4.20976,2.47417
4.27404,2.55077
4.33832,2.62738
4.4026,2.70398
4.46687,2.78059
4.53115,2.85719
4.59543,2.9338
4.65971,3.0104
4.72399,3.08701
4.78827,3.16361
4.85255,3.24021
4.91683,3.31682
4.9811,3.39342
5.04538,3.47003
3.31492,2.19645
3.22831,2.24645
3.14171,2.29645
3.38332,2.20851
3.29672,2.25851
3.21012,2.30851
3.12351,2.35851
3.5684,2.26382
3.60261,2.35778
3.63681,2.45175
3.67101,2.54572
3.70521,2.63969
3.73941,2.73366
3.77362,2.82763
3.80782,2.9216
3.84202,3.01557
3.36319,2.27588
3.32899,2.36985
3.29479,2.46382
3.26059,2.55778
3.22638,2.65175
3.19218,2.74572
3.15798,2.83969
3.12378,2.93366
3.08958,3.02763
3.05537,3.1216
3.02117,3.21557
2.98697,3.30954
2.95277,3.40351
2.91857,3.49748
2.88436,3.59145
2.85016,3.68542
2.81596,3.77939
2.78176,3.87335
2.74756,3.96732
2.71335,4.06129
2.67915,4.15526
2.64495,4.24923
2.61075,4.3432
2.57655,4.43717
2.54234,4.53114
2.50814,4.62511
2.47394,4.71908
2.43974,4.81305
2.40554,4.90702
2.37133,5.00099
3.5684,2.27588
3.60261,2.36985
3.63681,2.46382
3.67101,2.55778
3.70521,2.65175
3.73941,2.74572
3.77362,2.83969
3.80782,2.93366
3.63268,2.26454
3.69696,2.34115
3.76124,2.41775
3.82552,2.49436
3.8898,2.57096
3.95408,2.64757
4.01836,2.72417
4.08263,2.80077
4.14691,2.87738
4.21119,2.95398
3.63268,2.25248
3.69696,2.32909
3.76124,2.40569
3.82552,2.48229
3.8898,2.5589
3.95408,2.6355
4.01836,2.71211
4.08263,2.78871
4.14691,2.86532
4.21119,2.94192
3.08788,2.04436
3.0236,2.12096
3.36732,2.25248
3.30304,2.32909
3.23876,2.40569
3.17448,2.48229
3.86385,2.19966
3.89805,2.29363
3.93225,2.3876
3.96645,2.48157
4.00065,2.57554
4.03486,2.66951
4.06906,2.76348
4.10326,2.85744
4.13746,2.95141
3.26252,2.06454
3.17591,2.11454
3.08931,2.16454
3.5684,2.27588
3.60261,2.36985
3.63681,2.46382
3.67101,2.55778
3.70521,2.65175
3.73941,2.74572
3.77362,2.83969
3.80782,2.93366
3.39739,2.26985
3.39739,2.36985
3.39739,2.46985
3.39739,2.56985
3.39739,2.66985
3.39739,2.76985
3.39739,2.86985
3.39739,2.96985
3.39739,3.06985
3.39739,3.16985
3.39739,3.26985
3.39739,3.36985
3.39739,3.46985
3.39739,3.56985
3.39739,3.66985
3.39739,3.76985
3.39739,3.86985
3.39739,3.96985
3.39739,4.06985
3.39739,4.16985
3.39739,4.26985
3.39739,4.36985
3.39739,4.46985
3.39739,4.56985
3.39739,4.66985
3.39739,4.76985
3.39739,4.86985
3.39739,4.96985
3.39739,5.06985
3.54828,2.19645
3.63488,2.24645
3.72148,2.29645
3.80808,2.34645
3.89469,2.39645
3.98129,2.44645
4.06789,2.49645
4.15449,2.54645
4.2411,2.59645
4.3277,2.64645
4.4143,2.69645
4.5009,2.74645
4.58751,2.79645
4.67411,2.84645
4.76071,2.89645
4.84731,2.94645
4.93392,2.99645
5.02052,3.04645
3.59848,2.24645
3.56428,2.34042
3.53008,2.43439
3.49587,2.52836
3.46167,2.62233
3.42747,2.7163
3.39327,2.81027
3.35907,2.90424
3.32486,2.9982
3.29066,3.09217
3.25646,3.18614
3.22226,3.28011
3.18806,3.37408
3.15385,3.46805
3.11965,3.56202
3.08545,3.65599
3.05125,3.74996
3.01705,3.84393
2.98284,3.9379
2.94864,4.03187
2.91444,4.12584
2.88024,4.21981
2.84604,4.31377
2.81183,4.40774
2.77763,4.50171
2.74343,4.59568
2.70923,4.68965
2.67503,4.78362
2.64082,4.87759
2.60662,4.97156
2.57242,5.06553
3.63268,2.25248
3.63268,2.35248
3.63268,2.45248
3.63268,2.55248
3.63268,2.65248
3.63268,2.75248
3.63268,2.85248
3.63268,2.95248
3.63268,3.05248
3.70109,2.25248
3.73529,2.34645
3.76949,2.44042
3.80369,2.53439
3.83789,2.62836
3.8721,2.72233
3.9063,2.8163
3.9405,2.91027
3.17036,2.10569
3.10608,2.18229
3.73529,2.24645
3.76949,2.34042
3.80369,2.43439
3.83789,2.52836
3.8721,2.62233
3.9063,2.7163
3.9405,2.81027
3.9747,2.90424
3.66276,2.23512
3.72704,2.31172
3.79132,2.38833
3.8556,2.46493
3.91987,2.54153
3.98415,2.61814
4.04843,2.69474
4.11271,2.77135
4.17699,2.84795
4.24127,2.92456
4.30555,3.00116
3.73116,2.22306
3.69696,2.31702
3.66276,2.41099
3.62856,2.50496
3.59436,2.59893
3.56015,2.6929
3.52595,2.78687
3.49175,2.88084
3.45755,2.97481
3.42335,3.06878
3.38914,3.16275
3.35494,3.25672
3.32074,3.35069
3.28654,3.44466
3.25234,3.53862
3.21813,3.63259
3.18393,3.72656
3.14973,3.82053
3.11553,3.9145
3.08133,4.00847
3.04712,4.10244
3.01292,4.19641
2.97872,4.29038
2.94452,4.38435
2.91032,4.47832
